 0.8145	 0.8145	 0.8145	 0.8145	 0.8145	 0.8145	 0.8145	 0.8145	 0.8145	
 0.0000	 0.8574	 0.8574	 0.8574	 0.8574	 0.8574	 0.8574	 0.8574	 0.8574	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.6574	 0.0000	 0.1644	 0.5945	 0.5324	 0.5365	 0.6197	 0.8574	 0.4546	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0371	 0.0016	 0.0034	 0.0000	 0.0795	 0.8258	 0.0063	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.8145	 0.9025	 0.9025	 0.8145	 0.9025	 0.8145	 0.9025	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.8574	 0.2657	 0.0000	 0.5278	 0.3558	 0.1700	 0.1262	 0.7144	 0.4656	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.3076	 0.0000	 0.0777	 0.4862	 0.6490	 0.7444	 0.7307	 0.9025	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.5498	 0.0000	 0.0000	 0.0000	 0.0032	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0005	 0.4659	 0.0013	 0.0252	 0.0020	
 0.0000	 0.0000	 0.0000	 0.8574	 0.0530	 0.2985	 0.4177	 0.0788	 0.2722	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.8111	 0.0000	 0.9025	 0.9024	 0.8030	 0.9024	 0.8137	 0.9025	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0001	 0.3377	 0.0000	 0.0000	 0.0540	 0.0001	
 0.0000	 0.0000	 0.0000	 0.8560	 0.0027	 0.0223	 0.0025	 0.0016	 0.0005	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.4923	 0.3920	 0.8574	 0.0000	 0.3407	 0.5902	 0.2082	 0.4703	 0.3635	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0182	 0.0095	 0.0405	 0.7138	 0.0078	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0218	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.6703	 0.0000	 0.0000	 0.0000	 0.0036	 0.0196	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.9500	 0.0000	 0.9500	 0.9500	 0.8574	 0.9500	 0.9500	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0002	 0.0000	 0.1825	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0067	 0.0000	
 0.9025	 0.0677	 0.0000	 0.0000	 0.4123	 0.7281	 0.6118	 0.6940	 0.0733	
 0.0000	 0.9500	 0.0000	 0.0000	 0.9500	 0.9500	 0.8573	 0.9500	 0.9500	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.1621	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.3373	 0.0035	 0.0000	 0.0511	 0.0001	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.9025	 0.9025	 1.0000	 0.9025	 0.9025	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.3990	 0.9025	 0.0000	 0.6488	 0.0398	 0.0239	 0.1552	 0.3223	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0012	 0.0000	 0.0012	 0.0000	 0.0052	 0.0000	 0.0000	 0.8173	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0231	 0.0000	 0.0000	 0.7165	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0091	 0.0003	 0.0000	 0.0000	 0.7852	 0.0337	 0.0003	 0.0000	 0.0000	
 0.0000	 0.5164	 0.0000	 0.0000	 0.5500	 0.6349	 0.7368	 0.1141	 0.9500	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0510	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0029	 0.0004	 0.0000	 0.7940	 0.0088	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.9025	 0.3535	 0.3558	 0.2137	 0.5884	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	 0.0000	
